Model,FPR,TPR
Random Forest,0.1558567279767667,0.5909090909090909
Random Forest,0.15682478218780252,0.5935828877005348
Random Forest,0.15779283639883834,0.6016042780748663
Random Forest,0.15972894482090996,0.6042780748663101
Random Forest,0.16263310745401743,0.606951871657754
Random Forest,0.16263310745401743,0.6096256684491979
Random Forest,0.16263310745401743,0.6203208556149733
Random Forest,0.16553727008712488,0.6229946524064172
Random Forest,0.16940948693126814,0.6229946524064172
Random Forest,0.1713455953533398,0.6229946524064172
Random Forest,0.17424975798644723,0.6310160427807486
Random Forest,0.18102613746369797,0.6336898395721925
Random Forest,0.18102613746369797,0.6363636363636364
Random Forest,0.18586640851887706,0.6417112299465241
Random Forest,0.1868344627299129,0.6470588235294118
Random Forest,0.18780251694094868,0.6470588235294118
Random Forest,0.18973862536302033,0.6524064171122995
Random Forest,0.19070667957405615,0.6550802139037433
Random Forest,0.19167473378509198,0.6550802139037433
Random Forest,0.19167473378509198,0.6631016042780749
Random Forest,0.19264278799612777,0.6631016042780749
Random Forest,0.19651500484027107,0.6684491978609626
Random Forest,0.1994191674733785,0.6764705882352942
Random Forest,0.20232333010648595,0.6818181818181818
Random Forest,0.2042594385285576,0.6844919786096256
Random Forest,0.2090997095837367,0.6871657754010695
